Student Country,Type of Answer,Question Level,Topic,Subtopic
Italy,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,1,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,1,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,1,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Advanced,Real Functions of a single variable,"Domain, Image and Graphics"
Portugal,0,Advanced,Real Functions of a single variable,"Domain, Image and Graphics"
Portugal,1,Advanced,Real Functions of a single variable,"Domain, Image and Graphics"
Portugal,0,Advanced,Real Functions of a single variable,"Domain, Image and Graphics"
Portugal,1,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,1,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,1,Basic,Real Functions of a single variable,Limits and Continuity
Portugal,0,Advanced,Real Functions of a single variable,Limits and Continuity
Portugal,1,Advanced,Real Functions of a single variable,Limits and Continuity
Portugal,1,Advanced,Real Functions of a single variable,Limits and Continuity
Portugal,1,Advanced,Real Functions of a single variable,Limits and Continuity
Portugal,1,Advanced,Real Functions of a single variable,Limits and Continuity
Portugal,1,Advanced,Real Functions of a single variable,Limits and Continuity
Portugal,0,Advanced,Real Functions of a single variable,Limits and Continuity
Ireland,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Ireland,0,Advanced,Analytic Geometry,Analytic Geometry
Lithuania,0,Advanced,Analytic Geometry,Analytic Geometry
Ireland,1,Basic,Analytic Geometry,Analytic Geometry
Ireland,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,1,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Ireland,0,Basic,Analytic Geometry,Analytic Geometry
Ireland,0,Basic,Analytic Geometry,Analytic Geometry
Ireland,0,Basic,Analytic Geometry,Analytic Geometry
Ireland,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Lithuania,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Lithuania,1,Basic,Analytic Geometry,Analytic Geometry
Lithuania,1,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Ireland,0,Advanced,Analytic Geometry,Analytic Geometry
Ireland,0,Advanced,Analytic Geometry,Analytic Geometry
Portugal,0,Advanced,Analytic Geometry,Analytic Geometry
Portugal,0,Advanced,Analytic Geometry,Analytic Geometry
Portugal,1,Advanced,Analytic Geometry,Analytic Geometry
Lithuania,0,Advanced,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,1,Basic,Analytic Geometry,Analytic Geometry
Lithuania,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,1,Basic,Analytic Geometry,Analytic Geometry
Portugal,0,Basic,Analytic Geometry,Analytic Geometry
Lithuania,0,Basic,Integration,Integration Techniques
Portugal,1,Basic,Integration,Integration Techniques
Portugal,0,Basic,Integration,Integration Techniques
Portugal,1,Basic,Integration,Integration Techniques
Lithuania,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Portugal,0,Advanced,Integration,Integration Techniques
Portugal,0,Basic,Integration,Integration Techniques
Portugal,1,Basic,Integration,Integration Techniques
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Integration,Integration Techniques
Lithuania,0,Basic,Integration,Integration Techniques
Portugal,0,Basic,Integration,Integration Techniques
Portugal,0,Basic,Integration,Integration Techniques
Portugal,1,Basic,Integration,Integration Techniques
Portugal,1,Advanced,Integration,Integration Techniques
Portugal,0,Advanced,Integration,Integration Techniques
Portugal,0,Advanced,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Romania,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Advanced,Integration,Integration Techniques
Portugal,0,Advanced,Integration,Integration Techniques
Portugal,0,Advanced,Integration,Integration Techniques
Lithuania,1,Basic,Integration,Integration Techniques
Lithuania,0,Basic,Integration,Integration Techniques
Portugal,1,Basic,Integration,Integration Techniques
Portugal,0,Basic,Integration,Integration Techniques
Portugal,1,Basic,Integration,Integration Techniques
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Lithuania,1,Basic,Optimization,Linear Optimization
Lithuania,1,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Lithuania,0,Basic,Optimization,Linear Optimization
Lithuania,1,Basic,Optimization,Linear Optimization
Portugal,0,Advanced,Optimization,Linear Optimization
Lithuania,0,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Lithuania,0,Basic,Optimization,Linear Optimization
Lithuania,0,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Portugal,1,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Lithuania,0,Basic,Optimization,Linear Optimization
Portugal,0,Advanced,Optimization,Linear Optimization
Portugal,0,Advanced,Optimization,Linear Optimization
Portugal,0,Advanced,Optimization,Linear Optimization
Portugal,0,Advanced,Optimization,Linear Optimization
Portugal,0,Advanced,Optimization,Linear Optimization
Portugal,1,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Integration,Double Integration
Lithuania,1,Basic,Integration,Double Integration
Lithuania,0,Basic,Integration,Double Integration
Portugal,0,Basic,Integration,Double Integration
Portugal,0,Basic,Probability ,Probability 
Ireland,1,Basic,Probability ,Probability 
Ireland,0,Basic,Probability ,Probability 
Ireland,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Advanced,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Lithuania,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Ireland,0,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Advanced,Probability ,Probability 
Portugal,0,Advanced,Probability ,Probability 
Ireland,0,Basic,Probability ,Probability 
Ireland,0,Basic,Probability ,Probability 
Ireland,1,Basic,Probability ,Probability 
Portugal,1,Basic,Probability ,Probability 
Ireland,1,Basic,Probability ,Probability 
Ireland,1,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Basic,Probability ,Probability 
Portugal,0,Advanced,Probability ,Probability 
Portugal,0,Advanced,Probability ,Probability 
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Romania,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Lithuania,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
