platform_adi,kitle_fonlamasi_turu,kategori,fon_sekli,proje_sahibi_cinsiyet,kac_proje_destekledi,kac_projeye_abone,kac_projenin_sahibi,kac_proje_takiminda,konum,bolge,yil,gun_sayisi,tanitim_videosu,video_uzunlugu,gorsel_sayisi,sss,guncellemeler,yorumlar,destekci_sayisi,odul_sayisi,ekip_kisi_sayisi,web_sitesi,sosyal_medya,sm_sayisi,sm_takipci,etiket_sayisi,icerik_kelime_sayisi,hedef_miktari,basari_durumu
fonbulucu,ödül,sağlık-güzellik,ya hep ya hiç,kadın,1,0,2,0,denizli,ege,2020,60,var,61,0,0,0,0,4,4,1,yok,yok,0,0,0,150,100000,başarısız
fonbulucu,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,antalya,akdeniz,2020,60,yok,0,2,0,0,0,1,8,1,yok,yok,0,0,0,597,50000,başarısız
fonbulucu,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,bartın,karadeniz,2020,60,yok,0,1,0,0,0,0,7,1,yok,yok,0,0,0,329,5000,başarısız
fonbulucu,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,genel,genel,2020,60,yok,0,1,0,0,0,1,5,2,yok,yok,0,0,0,169,8000,başarısız
fonbulucu,ödül,sağlık-güzellik,ya hep ya hiç,kadın,0,0,1,0,trabzon,karadeniz,2020,60,var,108,2,0,0,0,0,9,4,yok,yok,0,0,0,320,50000,başarısız
fonbulucu,ödül,müzik,ya hep ya hiç,erkek,3,0,1,0,genel,genel,2020,60,var,199,8,0,0,0,42,6,1,yok,var,3,117250,0,155,10000,başarılı
fonbulucu,ödül,gıda-yeme-içme,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2018,60,var,55,1,0,0,0,1,5,1,yok,yok,0,0,0,62,25000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,kadın,0,0,1,0,genel,genel,2018,60,var,57,2,0,0,0,3,6,1,yok,var,1,5620,0,167,100000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,kadın,0,0,1,0,genel,genel,2018,60,yok,0,3,0,0,0,4,6,1,var,var,1,133,0,168,35000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,erzincan,doğu,2018,60,var,35,9,0,0,0,1,5,1,yok,var,1,40,0,527,60000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2018,60,yok,0,3,0,0,0,0,4,1,yok,yok,0,0,0,180,50000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,2,0,genel,genel,2018,60,yok,0,3,0,0,0,0,6,1,var,var,1,1004,0,110,100000,başarısız
fonbulucu,ödül,spor,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2018,60,yok,0,3,0,0,0,0,9,2,yok,var,2,115,0,178,30000,başarısız
fonbulucu,ödül,spor,ya hep ya hiç,kadın,0,0,1,0,izmir,ege,2020,60,var,34,3,0,0,2,0,5,1,yok,yok,0,0,0,464,110000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,2,0,adana,akdeniz,2020,60,var,151,0,0,0,0,13,3,1,yok,yok,0,0,0,72,200,başarılı
fonbulucu,ödül,kültür-sanat,hepsi kalsın,erkek,0,0,1,0,kocaeli,marmara,2020,60,var,70,6,0,0,0,3,4,4,yok,var,2,718,0,147,23500,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2020,60,yok,0,9,0,0,0,6,6,1,yok,var,1,5,0,1167,25000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2018,60,var,186,4,0,0,6,5,9,1,yok,yok,0,0,0,466,150000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,2,0,mersin,akdeniz,2018,60,yok,0,2,0,0,1,2,5,1,yok,yok,0,0,0,93,2550,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2018,60,var,235,3,0,0,0,0,4,1,yok,yok,0,0,0,565,2500,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,kadın,0,0,1,0,afyon,ege,2018,60,var,88,2,0,0,1,1,6,1,yok,var,1,553,0,329,7000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,kadın,0,0,1,0,adana,akdeniz,2018,60,var,310,2,0,0,1,1,4,1,yok,var,1,237,0,135,3000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2018,60,yok,0,2,0,0,0,1,4,1,yok,yok,0,0,0,137,1500,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,60,yok,0,1,0,0,0,2,6,1,yok,var,1,215,0,208,5000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,60,yok,0,1,0,0,0,0,4,2,yok,var,2,32,0,55,25000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2018,60,yok,0,1,0,0,0,1,10,3,yok,yok,0,0,0,256,15000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,kadın,0,0,1,0,muğla,ege,2018,60,yok,0,7,0,0,0,0,4,1,yok,var,2,1180,0,97,10000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2019,60,var,47,1,0,0,0,1,6,4,yok,yok,0,0,0,372,30000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,60,var,153,2,0,0,0,1,5,1,yok,var,1,70,0,74,12500,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2019,60,var,133,1,0,0,0,0,5,1,yok,var,1,34,0,81,7000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,yok,0,1,0,0,1,1,5,1,yok,yok,1,2007,0,153,7000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2020,60,yok,0,1,0,0,0,0,5,1,yok,var,1,106,0,92,7000,başarısız
fonbulucu,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2020,60,var,44,7,0,0,0,0,7,1,var,var,1,952,0,190,100000,başarısız
fonbulucu,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2018,60,var,15,1,0,0,1,2,6,1,yok,var,1,6,0,176,10000,başarısız
fonbulucu,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2018,60,yok,0,1,0,0,0,0,4,1,yok,var,2,1260,0,49,15000,başarısız
fonbulucu,ödül,sosyal sorumluluk,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2018,60,yok,0,7,0,0,0,0,4,1,yok,var,2,41,0,1296,50000,başarısız
fonbulucu,ödül,sosyal sorumluluk,ya hep ya hiç,erkek,0,0,2,0,samsun,karadeniz,2018,60,yok,0,1,0,0,0,1,5,1,yok,var,2,942,0,116,35000,başarısız
fonbulucu,ödül,sosyal sorumluluk,ya hep ya hiç,kadın,0,0,1,0,genel,genel,2018,60,yok,0,5,0,0,0,4,7,1,yok,yok,0,0,0,710,35000,başarısız
fonbulucu,ödül,sosyal sorumluluk,ya hep ya hiç,erkek,0,0,1,0,manisa,ege,2018,60,yok,0,1,0,0,0,0,9,1,yok,var,1,1754,0,122,150000,başarısız
fonbulucu,ödül,sosyal sorumluluk,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2018,60,yok,0,2,0,0,0,0,4,1,yok,yok,0,0,0,386,20000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2018,60,yok,0,3,0,0,0,1,5,1,yok,yok,0,0,0,197,50000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,2,0,sivas,iç anadolu,2018,60,yok,0,2,0,0,0,1,4,1,yok,var,1,81,0,90,1000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,antalya,akdeniz,2018,60,yok,0,1,0,0,0,0,5,1,yok,var,1,341,0,184,20000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2018,60,yok,0,1,0,0,0,1,5,1,yok,yok,0,0,0,186,50000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2018,60,var,83,1,0,0,0,0,8,1,yok,yok,0,0,0,235,35000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,genel,genel,2018,60,var,50,1,0,0,0,0,4,1,yok,yok,0,0,0,88,10000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,belirsiz,0,0,1,0,genel,genel,2019,60,var,102,8,0,0,1,0,5,1,yok,var,1,614,0,494,5000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2019,60,yok,0,2,0,0,0,15,7,1,var,var,3,3127,0,95,15000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,60,yok,0,1,0,0,0,0,4,2,yok,yok,0,0,0,131,30000,başarısız
fonbulucu,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,eskişehir,iç anadolu,2019,60,yok,0,1,0,0,0,0,5,1,yok,var,1,114,0,113,23000,başarısız
ideanest,bağış,sağlık-güzellik,hepsi kalsın,erkek,1,0,1,0,istanbul,marmara,2019,60,var,143,0,0,0,0,19,0,1,yok,yok,0,0,0,200,20000,başarılı
ideanest,bağış,teknoloji,hepsi kalsın,erkek,0,0,1,0,istanbul,marmara,2019,60,var,59,0,0,0,0,23,0,1,yok,yok,0,0,0,412,80000,başarılı
ideanest,bağış,teknoloji,hepsi kalsın,kadın,0,0,1,0,ankara,iç anadolu,2018,60,var,193,0,0,0,0,58,0,1,yok,yok,0,0,0,671,10000,başarılı
ideanest,bağış,eğitim,hepsi kalsın,kadın,0,0,1,0,istanbul,marmara,2018,60,var,117,0,0,0,1,0,0,1,yok,yok,0,0,0,474,53500,başarısız
ideanest,bağış,sağlık-güzellik,hepsi kalsın,kadın,0,0,1,0,istanbul,marmara,2018,60,var,187,0,0,0,0,42,0,1,yok,yok,0,0,0,634,49500,başarılı
ideanest,bağış,sağlık-güzellik,hepsi kalsın,erkek,0,0,1,0,ankara,iç anadolu,2018,60,var,169,0,0,0,10,37,0,4,yok,var,3,700,0,415,58500,başarılı
ideanest,bağış,teknoloji,hepsi kalsın,kadın,0,0,1,0,istanbul,marmara,2018,60,var,141,0,0,0,1,18,0,1,yok,var,1,500,0,469,40000,başarılı
ideanest,bağış,teknoloji,hepsi kalsın,erkek,0,0,1,0,ankara,iç anadolu,2018,60,var,152,0,0,0,0,37,0,1,yok,var,1,500,0,870,18000,başarılı
ideanest,bağış,sağlık-güzellik,hepsi kalsın,kadın,1,0,1,0,istanbul,marmara,2018,60,var,148,0,0,0,1,40,0,1,yok,yok,0,0,0,421,21100,başarılı
ideanest,bağış,teknoloji,hepsi kalsın,erkek,1,0,1,0,ankara,iç anadolu,2018,60,var,226,0,0,0,1,33,0,1,yok,yok,0,0,0,677,35000,başarılı
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2011,60,var,97,8,0,0,1,212,10,1,yok,yok,0,0,0,17,19890,başarılı
crowdfon,ödül,müzik,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2011,60,var,129,1,0,0,0,53,14,1,yok,yok,0,0,0,22,6625,başarılı
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2011,60,var,60,2,0,0,0,17,7,1,yok,yok,0,0,0,21,2350,başarılı
crowdfon,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2011,60,var,89,4,0,0,1,22,9,1,yok,yok,0,0,0,17,8630,başarılı
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2011,60,var,60,1,0,0,0,14,7,1,yok,yok,0,0,0,9,1910,başarılı
crowdfon,ödül,tasarım,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2011,60,var,60,2,0,0,0,23,11,1,yok,yok,0,0,0,16,1150,başarılı
crowdfon,ödül,yayıncılık,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2011,60,var,60,1,0,0,0,20,2,1,yok,yok,0,0,0,13,2000,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2011,60,yok,0,4,0,0,0,5,7,1,yok,yok,0,0,0,32,5000,başarısız
crowdfon,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2012,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,5750,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2012,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,6000,başarısız
crowdfon,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2012,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,5375,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2012,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,5500,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2012,60,var,60,1,0,0,0,14,8,1,yok,yok,0,0,0,60,2526,başarılı
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2012,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,5000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2012,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,8500,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,3500,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,var,60,1,0,0,0,13,8,1,yok,yok,0,0,0,72,1600,başarılı
crowdfon,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,var,60,1,0,0,0,17,8,1,yok,yok,0,0,0,88,3750,başarılı
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,40,200,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,1000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2013,60,var,60,1,0,0,0,20,8,1,yok,yok,0,0,0,89,5260,başarılı
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,40,850,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,40,4500,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,4150,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,40,3300,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,40,2000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,2,4,1,yok,yok,0,0,0,40,350,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,7000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,var,60,1,0,0,0,24,8,1,yok,yok,0,0,0,115,8235,başarılı
crowdfon,ödül,yayıncılık,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,40,1540,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,2,4,1,yok,yok,0,0,0,40,3000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,var,60,1,0,0,0,12,8,1,yok,yok,0,0,0,115,2501,başarılı
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,40,3125,başarısız
crowdfon,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2013,60,yok,0,1,0,0,0,2,4,1,yok,yok,0,0,0,40,50000,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,var,60,1,0,0,0,30,8,1,yok,yok,0,0,0,115,15000,başarılı
crowdfon,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,5000,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,2500,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,40,600,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,8750,başarısız
crowdfon,ödül,müzik,ya hep ya hiç,belirsiz,0,0,1,0,belirsiz,belirsiz,2014,60,var,60,1,0,0,0,16,4,1,yok,yok,0,0,0,40,10002,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,belirsiz,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,40,26000,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,var,60,1,0,0,0,11,8,1,yok,yok,0,0,0,115,1575,başarılı
crowdfon,ödül,teknoloji,ya hep ya hiç,belirsiz,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,2,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,5000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,var,60,1,0,0,0,4,4,1,yok,yok,0,0,0,115,2000,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,115,4000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,115,5000,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,6000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,17800,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,5000,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,3125,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,3000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,12,4,1,yok,yok,0,0,0,115,21000,başarısız
crowdfon,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,2,4,1,yok,yok,0,0,0,115,2500,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,2,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,5000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,7000,başarısız
crowdfon,ödül,müzik,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,kültür-sanat,ya hep ya hiç,belirsiz,0,0,1,0,belirsiz,belirsiz,2014,60,yok,0,1,0,0,0,13,4,1,yok,yok,0,0,0,115,33000,başarısız
crowdfon,ödül,tasarım,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,2,4,1,yok,yok,0,0,0,115,3000,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,5000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,750,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,20000,başarısız
crowdfon,ödül,kültür-sanat,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,25000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,6,4,1,yok,yok,0,0,0,115,3000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,6500,başarısız
crowdfon,ödül,gıda-yeme-içme,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,1000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,800,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,6000,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,10000,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,moda,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,10000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,kadın,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,2500,başarısız
crowdfon,ödül,diğer,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,çevre,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,50000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,belirsiz,belirsiz,2015,60,yok,0,1,0,0,0,0,4,1,yok,yok,0,0,0,115,50000,başarısız
